# big5 unicode
0xCBD5 0x52BC
0xFFFD 0x52BD
0xA8F0 0x52BE
0x85B7 0x52BF
0xCDF2 0x52C0
0xAB6C 0x52C1
0xCDF3 0x52C2
0xAB6B 0x52C3
0xFFFD 0x52C4
0x9544 0x52C5
0xFFFD 0x52C6
0xAB69 0x52C7
0xFFFD 0x52C8
0xAB6A 0x52C9
0xFFFD 0x52CA
0x84C9 0x52CB
0x98D9 0x52CC
0xD0ED 0x52CD
0xFFFD 0x52CE
0xFFFD 0x52CF
0x8171 0x52D0
0xFBCC 0x52D1
0xB0C7 0x52D2
0xD46E 0x52D3
0xFFFD 0x52D4
0xB0CA 0x52D5
0xD46D 0x52D6
0xB1E5 0x52D7
0xB0C9 0x52D8
0xB0C8 0x52D9
0xFFFD 0x52DA
0xB3D4 0x52DB
0xFFFD 0x52DC
0xB3D3 0x52DD
0xB3D2 0x52DE
0xB6D2 0x52DF
0xFBCD 0x52E0
0xFBCE 0x52E1
0xB6D5 0x52E2
0xB6D6 0x52E3
0xB6D4 0x52E4
0xFFFD 0x52E5
0xB6D3 0x52E6
0x9268 0x52E7
0xFFFD 0x52E8
0xE143 0x52E9
0xFFFD 0x52EA
0xE144 0x52EB
0xFFFD 0x52EC
0xFFFD 0x52ED
0xFFFD 0x52EE
0xE4F5 0x52EF
0xBC45 0x52F0
0xE4F4 0x52F1
0x92A4 0x52F2
0xBEB1 0x52F3
0xECBF 0x52F4
0xC079 0x52F5
0xFFFD 0x52F6
0xF1EE 0x52F7
0xC455 0x52F8
0xC6C6 0x52F9
0xA463 0x52FA
0xA4C3 0x52FB
0xC956 0x52FC
0xFFFD 0x52FD
0xA4C4 0x52FE
0xA4C5 0x52FF
0x8172 0x5300
0x945E 0x5301
0x9453 0x5302
0x9CD0 0x5303
0xFFFD 0x5304
0xA55D 0x5305
0xA55E 0x5306
0x8173 0x5307
0xA649 0x5308
0xCA71 0x5309
0xCBD6 0x530A
0xCBD7 0x530B
0xFFFD 0x530C
0xAB6D 0x530D
0xD0EE 0x530E
0xB0CC 0x530F
0xB0CB 0x5310
0xD863 0x5311
0xD862 0x5312
0xFFFD 0x5313
0xFFFD 0x5314
0xA450 0x5315
0xA4C6 0x5316
0xA55F 0x5317
0xFFFD 0x5318
0xB0CD 0x5319
0xC943 0x531A
0xFFFD 0x531B
0xC96C 0x531C
0xA560 0x531D
0xFFFD 0x531E
0xC9C2 0x531F
0xA64B 0x5320
0xA64A 0x5321
0xC9C1 0x5322
0xA758 0x5323
0x8174 0x5324
0xFFFD 0x5325
0x8DC9 0x5326
0x98DA 0x5327
0xFFFD 0x5328
0xFFFD 0x5329
0xADEA 0x532A
0xFFFD 0x532B
0xFBD4 0x532C
0xD46F 0x532D
0x86AD 0x532E
0xB6D7 0x532F
0xE145 0x5330
0xB9BC 0x5331
0xFBD3 0x5332
0xFBD5 0x5333
0xE8FA 0x5334
0xFFFD 0x5335
0xFFFD 0x5336
0xF3FD 0x5337
0xC6C7 0x5338
0xA4C7 0x5339
0x83F1 0x533A
0x8B4B 0x533B
0xCBD8 0x533C
0xCDF4 0x533D
0xB0D0 0x533E
0xB0CE 0x533F
0xB0CF 0x5340
0xA451 0x5341
0x98DB 0x5342
0xA464 0x5343
0xA2CD 0x5344
0xA4CA 0x5345
0x8175 0x5346
0xA4C9 0x5347
0xA4C8 0x5348
0xA563 0x5349
0xA562 0x534A
0xFFFD 0x534B
0xC96D 0x534C
0xC9C3 0x534D
0x854F 0x534E
0x8356 0x534F
0xFFFD 0x5350
0xA8F5 0x5351
0xA8F2 0x5352
0xA8F4 0x5353
0xA8F3 0x5354
0x84CB 0x5355
0x886F 0x5356
0xAB6E 0x5357
0x936D 0x5358
0xFFFD 0x5359
0xB3D5 0x535A
0xFFFD 0x535B
0xA452 0x535C
0x98DC 0x535D
0xA4CB 0x535E
0x8176 0x535F
0xA565 0x5360
0xA564 0x5361
0x8941 0x5362
0xCA72 0x5363
0x84C0 0x5364
0xFFFD 0x5365
0xA8F6 0x5366
0x8360 0x5367
0xFFFD 0x5368
0xC6C8 0x5369
0xFFFD 0x536A
0x8855 0x536B
0xC957 0x536C
0x95F2 0x536D
0xA567 0x536E
0xA566 0x536F
0xA64C 0x5370
0xA64D 0x5371
0xCA73 0x5372
0xA759 0x5373
0x836A 0x5374
0xA75A 0x5375
0xFFFD 0x5376
0xA8F7 0x5377
0xA8F8 0x5378
0xA8F9 0x5379
0x8DBD 0x537A
0xAB6F 0x537B
0xCDF5 0x537C
0x98DD 0x537D
0x98DE 0x537E
0xADEB 0x537F
0xFFFD 0x5380
0xFFFD 0x5381
0xC944 0x5382
0xFFFD 0x5383
0xA4CC 0x5384
0x8D6D 0x5385
0x88E5 0x5386
0xFFFD 0x5387
0xFFFD 0x5388
0x87AD 0x5389
0xC9C4 0x538A
0x89CD 0x538B
0x86AE 0x538C
0x8DBB 0x538D
0xCA74 0x538E
0xCA75 0x538F
0xFFFD 0x5390
0xFFFD 0x5391
0xCBD9 0x5392
0x8177 0x5393
0xCBDA 0x5394
0x84DA 0x5395
0xCDF7 0x5396
0xCDF6 0x5397
0xCDF9 0x5398
0xCDF8 0x5399
0xAB70 0x539A
0xFFFD 0x539B
0xD470 0x539C
0xADED 0x539D
0xD0EF 0x539E
0xADEC 0x539F
0x95E8 0x53A0
0xFFFD 0x53A1
0x95E9 0x53A2
0x8FB6 0x53A3
0xD864 0x53A4
0xB3D6 0x53A5
0x957A 0x53A6
0xD865 0x53A7
0x87C5 0x53A8
0x84DB 0x53A9
0xFBD7 0x53AA
0xFBD6 0x53AB
0xE146 0x53AC
0xB9BD 0x53AD
0x87C7 0x53AE
0xFFFD 0x53AF
0x8178 0x53B0
0xFFFD 0x53B1
0xBC46 0x53B2
0x92BA 0x53B3
0xF1EF 0x53B4
0xFFFD 0x53B5
0xC6C9 0x53B6
0xFFFD 0x53B7
0xFFFD 0x53B8
0xC958 0x53B9
0xFFFD 0x53BA
0xA568 0x53BB
0xFFFD 0x53BC
0xFFFD 0x53BD
0xFFFD 0x53BE
0x894F 0x53BF
0xFFFD 0x53C0
0x9548 0x53C1
0x83F2 0x53C2
0xB0D1 0x53C3
0xFFFD 0x53C4
0x98DF 0x53C5
0xFFFD 0x53C6
0xFFFD 0x53C7
0xA453 0x53C8
0xA465 0x53C9
0xA4CE 0x53CA
0xA4CD 0x53CB
0x8B5A 0x53CC
0xA4CF 0x53CD
0x8342 0x53CE
0xFFFD 0x53CF
0x98E0 0x53D0
0x84FA 0x53D1
0x98E1 0x53D2
0xFFFD 0x53D3
0xA8FB 0x53D4
0xFFFD 0x53D5
0xA8FA 0x53D6
0xA8FC 0x53D7
0x8D40 0x53D8
0x95B3 0x53D9
0xFBDB 0x53DA
0xAB71 0x53DB
0xFFFD 0x53DC
0x8179 0x53DD
0xFFFD 0x53DE
0xADEE 0x53DF
0x8CD4 0x53E0
0xE8FB 0x53E1
0xC24F 0x53E2
0xA466 0x53E3
0xA56A 0x53E4
0xA579 0x53E5
0xA574 0x53E6
0xFFFD 0x53E7
0xA56F 0x53E8
0xA56E 0x53E9
0xA575 0x53EA
0xA573 0x53EB
0xA56C 0x53EC
0xA57A 0x53ED
0xA56D 0x53EE
0xA569 0x53EF
0xA578 0x53F0
0xA577 0x53F1
0xA576 0x53F2
0xA56B 0x53F3
0xFFFD 0x53F4
0xA572 0x53F5
0x85FC 0x53F6
0x8641 0x53F7
0xA571 0x53F8
0x86B1 0x53F9
0x9462 0x53FA
0xA57B 0x53FB
0xA570 0x53FC
0x87B4 0x53FD
0x98E2 0x53FE
0xFFFD 0x53FF
0xFFFD 0x5400
0xA653 0x5401
0xFFFD 0x5402
0xA659 0x5403
0xA655 0x5404
0xFFFD 0x5405
0xA65B 0x5406
0xC9C5 0x5407
0xA658 0x5408
0xA64E 0x5409
0xA651 0x540A
0xA654 0x540B
0xA650 0x540C
0xA657 0x540D
0xA65A 0x540E
0xA64F 0x540F
0xA652 0x5410
0xA656 0x5411
0xA65C 0x5412
0x89CC 0x5413
0xFB43 0x5414
0x90B8 0x5415
0xFB42 0x5416
0x85BA 0x5417
0xCA7E 0x5418
0xCA7B 0x5419
0xA055 0x541A
0xA767 0x541B
0xCA7C 0x541C
0xA75B 0x541D
0xA75D 0x541E
0xA775 0x541F
0xA770 0x5420
0x96B2 0x5421
0xFFFD 0x5422
0x817A 0x5423
0xCAA5 0x5424
0xCA7D 0x5425
0xA75F 0x5426
0xA761 0x5427
0xCAA4 0x5428
0xA768 0x5429
0xCA78 0x542A
0xA774 0x542B
0xA776 0x542C
0xA75C 0x542D
0xA76D 0x542E
0x8451 0x542F
0xCA76 0x5430
0xA773 0x5431
0x96B4 0x5432
0xA764 0x5433
0x8345 0x5434
0xA76E 0x5435
0xA76F 0x5436
0xCA77 0x5437
0xA76C 0x5438
0xA76A 0x5439
0xFFFD 0x543A
0xA76B 0x543B
0xA771 0x543C
0xCAA1 0x543D
0xA75E 0x543E
0xFFFD 0x543F
0xA772 0x5440
0xCAA3 0x5441
0xA766 0x5442
0xA763 0x5443
0xFFFD 0x5444
0xCA7A 0x5445
0xA762 0x5446
0xCAA6 0x5447
0xA765 0x5448
0x92BB 0x5449
0xA769 0x544A
0x96A4 0x544B
0xFFFD 0x544C
0xA05A 0x544D
0xA760 0x544E
0xCAA2 0x544F
0x817B 0x5450
0x817C 0x5451
0x8EB2 0x5452
0x8CCA 0x5453
0xCA79 0x5454
0x86B0 0x5455
0x8FB7 0x5456
0x8DC2 0x5457
0x83B0 0x5458
0x8DBC 0x5459
0xFFFD 0x545A
0x85BC 0x545B
0x85BB 0x545C
0xFFFD 0x545D
0xFFFD 0x545E
0x82AF 0x545F
0xCBEB 0x5460
0xCBEA 0x5461
0xA94F 0x5462
0xCBED 0x5463
0xCBEF 0x5464
0xCBE4 0x5465
0xCBE7 0x5466
0xCBEE 0x5467
0xA950 0x5468
0xFBD9 0x5469
0x94FC 0x546A
0xCBE1 0x546B
0xCBE5 0x546C
0x98E3 0x546D
0xFFFD 0x546E
0xCBE9 0x546F
0xCE49 0x5470
0xA94B 0x5471
0xCE4D 0x5472
0xA8FD 0x5473
0xCBE6 0x5474
0xA8FE 0x5475
0xA94C 0x5476
0xA945 0x5477
0xA941 0x5478
0xFFFD 0x5479
0xCBE2 0x547A
0xA944 0x547B
0xA949 0x547C
0xA952 0x547D
0xCBE3 0x547E
0xCBDC 0x547F
0xA943 0x5480
0xCBDD 0x5481
0xCBDF 0x5482
0xFFFD 0x5483
0xA946 0x5484
0x98E4 0x5485
0xA948 0x5486
0xCBDB 0x5487
0xCBE0 0x5488
0xFFFD 0x5489
0x817D 0x548A
0xA951 0x548B
0xA94D 0x548C
0xCBE8 0x548D
0xA953 0x548E
0x95A3 0x548F
0xA94A 0x5490
0xCBDE 0x5491
0xA947 0x5492
0x98E5 0x5493
0x96B6 0x5494
0xA942 0x5495
0xA940 0x5496
0xA057 0x5497
0xCBEC 0x5498
0x8BF0 0x5499
0xA94E 0x549A
0x89CB 0x549B
0xFBDA 0x549C
0x817E 0x549D
0x98E6 0x549E
0xFFFD 0x549F
0xCE48 0x54A0
0xCDFB 0x54A1
0xCE4B 0x54A2
0x81A1 0x54A3
0x9579 0x54A4
0xCDFD 0x54A5
0xAB78 0x54A6
0xABA8 0x54A7
0xAB74 0x54A8
0xABA7 0x54A9
0xAB7D 0x54AA
0xABA4 0x54AB
0xAB72 0x54AC
0xCDFC 0x54AD
0xCE43 0x54AE
0xABA3 0x54AF
0xCE4F 0x54B0
0xABA5 0x54B1
0x9446 0x54B2
0xAB79 0x54B3
0x81A2 0x54B4
0xFFFD 0x54B5
0xCE45 0x54B6
0xCE42 0x54B7
0xAB77 0x54B8
0x98E7 0x54B9
0xCDFA 0x54BA
0xABA6 0x54BB
0xCE4A 0x54BC
0xAB7C 0x54BD
0xCE4C 0x54BE
0xABA9 0x54BF
0xAB73 0x54C0
0xAB7E 0x54C1
0xAB7B 0x54C2
0xCE40 0x54C3
0xABA1 0x54C4
0xCE46 0x54C5
0xCE47 0x54C6
0xAB7A 0x54C7
0xABA2 0x54C8
0xAB76 0x54C9
0xFFFD 0x54CA
0xFB4A 0x54CB
0x96CF 0x54CC
0x8CB7 0x54CD
0xAB75 0x54CE
0xCDFE 0x54CF
0x81A3 0x54D0
0x83F3 0x54D1
0x8EE2 0x54D2
0x8EB1 0x54D3
0x86B4 0x54D4
0x8EE3 0x54D5
0xCE44 0x54D6
0x87B0 0x54D7
0x9463 0x54D8
0x8EE4 0x54D9
0x96B3 0x54DA
0xFFFD 0x54DB
0x8F4F 0x54DC
0x88CE 0x54DD
0xCE4E 0x54DE
0x84CC 0x54DF
0xD144 0x54E0
0xADFB 0x54E1
0xD0F1 0x54E2
0x98E8 0x54E3
0xD0F6 0x54E4
0xADF4 0x54E5
0xAE40 0x54E6
0xD0F4 0x54E7
0xADEF 0x54E8
0xADF9 0x54E9
0xADFE 0x54EA
0xD0FB 0x54EB
0xFFFD 0x54EC
0xADFA 0x54ED
0xADFD 0x54EE
0x98E9 0x54EF
0xFFFD 0x54F0
0xD0FE 0x54F1
0xADF5 0x54F2
0xD0F5 0x54F3
0xFFFD 0x54F4
0xFFFD 0x54F5
0xFFFD 0x54F6
0xD142 0x54F7
0xD143 0x54F8
0xFFFD 0x54F9
0xADF7 0x54FA
0xD141 0x54FB
0xADF3 0x54FC
0xAE43 0x54FD
0xFFFD 0x54FE
0xD0F8 0x54FF
0xFFFD 0x5500
0xADF1 0x5501
0xFB5A 0x5502
0xD146 0x5503
0xD0F9 0x5504
0xD0FD 0x5505
0xADF6 0x5506
0xAE42 0x5507
0xD0FA 0x5508
0xADFC 0x5509
0xD140 0x550A
0xD147 0x550B
0xD4A1 0x550C
0x98EA 0x550D
0xD145 0x550E
0xAE44 0x550F
0xADF0 0x5510
0xD0FC 0x5511
0xD0F3 0x5512
0xFB52 0x5513
0xADF8 0x5514
0xFFFD 0x5515
0x8240 0x5516
0xD0F2 0x5517
0x98EB 0x5518
0xFFFD 0x5519
0xD0F7 0x551A
0x8E66 0x551B
0xFFFD 0x551C
0xFFFD 0x551D
0xFB55 0x551E
0xFFFD 0x551F
0x87AE 0x5520
0xFFFD 0x5521
0x8E41 0x5522
0x81A4 0x5523
0x84CD 0x5524
0x98EC 0x5525
0xD0F0 0x5526
0xAE41 0x5527
0x98ED 0x5528
0xFFFD 0x5529
0xD477 0x552A
0x98EE 0x552B
0xB0E4 0x552C
0xD4A7 0x552D
0xB0E2 0x552E
0xB0DF 0x552F
0xD47C 0x5530
0xB0DB 0x5531
0xD4A2 0x5532
0xB0E6 0x5533
0xD476 0x5534
0xD47B 0x5535
0xD47A 0x5536
0xADF2 0x5537
0xB0E1 0x5538
0xD4A5 0x5539
0xFFFD 0x553A
0xD4A8 0x553B
0xD473 0x553C
0xFFFD 0x553D
0xB3E8 0x553E
0x81A5 0x553F
0xD4A9 0x5540
0xB0E7 0x5541
0xFFFD 0x5542
0xB0D9 0x5543
0xB0D6 0x5544
0xD47E 0x5545
0xB0D3 0x5546
0x98EF 0x5547
0xD4A6 0x5548
0x96B1 0x5549
0xB0DA 0x554A
0xD4AA 0x554B
0x81A6 0x554C
0xD474 0x554D
0xD4A4 0x554E
0xB0DD 0x554F
0xD475 0x5550
0xD478 0x5551
0xD47D 0x5552
0x81A7 0x5553
0xFFFD 0x5554
0xB0DE 0x5555
0xB0DC 0x5556
0xB0E8 0x5557
0xFFFD 0x5558
0xFFFD 0x5559
0xFFFD 0x555A
0xFFFD 0x555B
0xB0E3 0x555C
0x81A8 0x555D
0xB0D7 0x555E
0xB1D2 0x555F
0xFFFD 0x5560
0xB0D8 0x5561
0xD479 0x5562
0xB0E5 0x5563
0xB0E0 0x5564
0xD4A3 0x5565
0xB0D5 0x5566
0x86B3 0x5567
0xFFFD 0x5568
0xFB5B 0x5569
0xB0D4 0x556A
0xA046 0x556B
0x81A9 0x556C
0x8C6E 0x556D
0x8CC7 0x556E
0xFFFD 0x556F
0xFFFD 0x5570
0xA049 0x5571
0xA045 0x5572
0xFBDD 0x5573
0xFFFD 0x5574
0xD471 0x5575
0xD472 0x5576
0xD86A 0x5577
0x87B3 0x5578
0x98F0 0x5579
0xFFFD 0x557A
0xB3D7 0x557B
0xB3DA 0x557C
0xD875 0x557D
0xB3EE 0x557E
0xD878 0x557F
0xB3D8 0x5580
0xD871 0x5581
0xB3DE 0x5582
0xB3E4 0x5583
0xB5BD 0x5584
0xFFFD 0x5585
0x95ED 0x5586
0xB3E2 0x5587
0xD86E 0x5588
0xB3EF 0x5589
0xB3DB 0x558A
0xB3E3 0x558B
0xD876 0x558C
0xDCD7 0x558D
0xD87B 0x558E
0xD86F 0x558F
0x98F1 0x5590
0xD866 0x5591
0xD873 0x5592
0xD86D 0x5593
0xB3E1 0x5594
0xD879 0x5595
0xFFFD 0x5596
0xFFFD 0x5597
0xB3DD 0x5598
0xB3F1 0x5599
0xB3EA 0x559A
0xFFFD 0x559B
0xB3DF 0x559C
0xB3DC 0x559D
0x81AA 0x559E
0xB3E7 0x559F
0xFFFD 0x55A0
0xD87A 0x55A1
0xD86C 0x55A2
0xD872 0x55A3
0xD874 0x55A4
0xD868 0x55A5
0xD877 0x55A6
0xB3D9 0x55A7
0xD867 0x55A8
0x81AB 0x55A9
0xB3E0 0x55AA
0xB3F0 0x55AB
0xB3EC 0x55AC
0xD869 0x55AD
0xB3E6 0x55AE
0xFFFD 0x55AF
0x9442 0x55B0
0xB3ED 0x55B1
0xB3E9 0x55B2
0xB3E5 0x55B3
0x98F2 0x55B4
0xD870 0x55B5
0x9249 0x55B6
0x87B2 0x55B7
0xFFFD 0x55B8
0x96B5 0x55B9
0xA04A 0x55BA
0xB3EB 0x55BB
0xFB4C 0x55BC
0x86B2 0x55BD
0x8FD9 0x55BE
0xDCD5 0x55BF
0xDCD1 0x55C0
0x98F3 0x55C1
0xDCE0 0x55C2
0xDCCA 0x55C3
0xDCD3 0x55C4
0xB6E5 0x55C5
0xB6E6 0x55C6
0xB6DE 0x55C7
0xDCDC 0x55C8
0xB6E8 0x55C9
0xDCCF 0x55CA
0xDCCE 0x55CB
0xDCCC 0x55CC
0xDCDE 0x55CD
0xB6DC 0x55CE
0xDCD8 0x55CF
0xDCCD 0x55D0
0xB6DF 0x55D1
0xDCD6 0x55D2
0xB6DA 0x55D3
0xDCD2 0x55D4
0xDCD9 0x55D5
0xDCDB 0x55D6
0x98F4 0x55D7
0x98F5 0x55D8
0xDCDF 0x55D9
0xB6E3 0x55DA
0xDCCB 0x55DB
0xB6DD 0x55DC
0xDCD0 0x55DD
0xFB56 0x55DE
0xB6D8 0x55DF
0xFFFD 0x55E0
0xB6E4 0x55E1
0xDCDA 0x55E2
0xB6E0 0x55E3
0xB6E1 0x55E4
0xB6E7 0x55E5
0xB6DB 0x55E6
0xA25F 0x55E7
0xB6D9 0x55E8
0xDCD4 0x55E9
0x96C9 0x55EA
0x8C6D 0x55EB
0x81AC 0x55EC
0xFFFD 0x55ED
0xFFFD 0x55EE
0xB6E2 0x55EF
0xA04D 0x55F0
0xA04B 0x55F1
0xDCDD 0x55F2
0x88CF 0x55F3
0xFFFD 0x55F4
0x81AD 0x55F5
0xB9CD 0x55F6
0xB9C8 0x55F7
0xFFFD 0x55F8
0xE155 0x55F9
0xE151 0x55FA
0x98F6 0x55FB
0xE14B 0x55FC
0xB9C2 0x55FD
0xB9BE 0x55FE
0xE154 0x55FF
0xB9BF 0x5600
0xE14E 0x5601
0xE150 0x5602
0xFFFD 0x5603
0xE153 0x5604
0xA04E 0x5605
0xB9C4 0x5606
0xFFFD 0x5607
0xB9CB 0x5608
0xB9C5 0x5609
0xFFFD 0x560A
0xFFFD 0x560B
0xE149 0x560C
0xB9C6 0x560D
0xB9C7 0x560E
0xE14C 0x560F
0xB9CC 0x5610
0xFBE1 0x5611
0xE14A 0x5612
0xE14F 0x5613
0xB9C3 0x5614
0xE148 0x5615
0xB9C9 0x5616
0xB9C1 0x5617
0x82B3 0x5618
0xFFFD 0x5619
0xFFFD 0x561A
0xB9C0 0x561B
0xE14D 0x561C
0xE152 0x561D
0xA052 0x561E
0xB9CA 0x561F
0xFCD9 0x5620
0x98F8 0x5621
0xA04F 0x5622
0x81AE 0x5623
0x8BF1 0x5624
0xFB65 0x5625
0xFFFD 0x5626
0xE147 0x5627
0xFFFD 0x5628
0xBC4D 0x5629
0xE547 0x562A
0xFFFD 0x562B
0xE544 0x562C
0xA050 0x562D
0xBC47 0x562E
0xBC53 0x562F
0xBC54 0x5630
0x8D51 0x5631
0xBC4A 0x5632
0xE542 0x5633
0xBC4C 0x5634
0xE4F9 0x5635
0xBC52 0x5636
0xFE5D 0x5637
0xE546 0x5638
0xBC49 0x5639
0xE548 0x563A
0xBC48 0x563B
0xFFFD 0x563C
0xE543 0x563D
0xE545 0x563E
0xBC4B 0x563F
0xE541 0x5640
0xE4FA 0x5641
0xE4F7 0x5642
0xA051 0x5643
0xFFFD 0x5644
0xD86B 0x5645
0xE4FD 0x5646
0xFFFD 0x5647
0xE4F6 0x5648
0xE4FC 0x5649
0xE4FB 0x564A
0xFFFD 0x564B
0xE4F8 0x564C
0xFBE2 0x564D
0xBC4F 0x564E
0xFB6A 0x564F
0x81AF 0x5650
0xFFFD 0x5651
0x98FA 0x5652
0xBC4E 0x5653
0xFBE4 0x5654
0xFFFD 0x5655
0xFFFD 0x5656
0xBC50 0x5657
0xE4FE 0x5658
0xBEB2 0x5659
0xE540 0x565A
0x824F 0x565B
0x8ABE 0x565C
0x9940 0x565D
0xE945 0x565E
0xFFFD 0x565F
0xE8FD 0x5660
0x9955 0x5661
0xBEBE 0x5662
0xE942 0x5663
0xBEB6 0x5664
0xBEBA 0x5665
0xE941 0x5666
0xFFFD 0x5667
0xBEB9 0x5668
0xBEB5 0x5669
0xBEB8 0x566A
0xBEB3 0x566B
0xBEBD 0x566C
0xE943 0x566D
0xE8FE 0x566E
0xBEBC 0x566F
0xE8FC 0x5670
0xBEBB 0x5671
0xE944 0x5672
0xE940 0x5673
0xBC51 0x5674
0xFFFD 0x5675
0xBEBF 0x5676
0xE946 0x5677
0xBEB7 0x5678
0xBEB4 0x5679
0x9457 0x567A
0x96CA 0x567B
0x81B0 0x567C
0xFFFD 0x567D
0xECC6 0x567E
0xECC8 0x567F
0xC07B 0x5680
0xECC9 0x5681
0xECC7 0x5682
0xECC5 0x5683
0xECC4 0x5684
0xC07D 0x5685
0xECC3 0x5686
0xC07E 0x5687
0xFFFD 0x5688
0x9956 0x5689
0x81B1 0x568A
0x9957 0x568B
0xECC1 0x568C
0xECC2 0x568D
0xC07A 0x568E
0xC0A1 0x568F
0xC07C 0x5690
0xFFFD 0x5691
0xA053 0x5692
0xECC0 0x5693
0x81B2 0x5694
0xC250 0x5695
0xFFFD 0x5696
0xEFBC 0x5697
0xEFBA 0x5698
0xEFBF 0x5699
0xEFBD 0x569A
0xFFFD 0x569B
0xEFBB 0x569C
0xEFBE 0x569D
0x9958 0x569E
0xA05C 0x569F
0x81B3 0x56A0
0x9959 0x56A1
0x8274 0x56A2
0x8C6F 0x56A3
0xA05B 0x56A4
0xC360 0x56A5
0xF1F2 0x56A6
0xF1F3 0x56A7
0xC456 0x56A8
0xFFFD 0x56A9
0xF1F4 0x56AA
0xF1F0 0x56AB
0xF1F5 0x56AC
0xF1F1 0x56AD
0xC251 0x56AE
0x81B4 0x56AF
0xFFFD 0x56B0
0x995A 0x56B1
0xF3FE 0x56B2
0xF441 0x56B3
0xC459 0x56B4
0xF440 0x56B5
0xC458 0x56B6
0xC457 0x56B7
0xFFFD 0x56B8
0x995B 0x56B9
0xFFFD 0x56BA
0xFFFD 0x56BB
0xC45A 0x56BC
0xF5C5 0x56BD
0xF5C6 0x56BE
0x995C 0x56BF
0xC4DA 0x56C0
0xC4D9 0x56C1
0xC4DB 0x56C2
0xF5C4 0x56C3
0xFFFD 0x56C4
0xF6D8 0x56C5
0xF6D7 0x56C6
0xFFFD 0x56C7
0xC56D 0x56C8
0xC56F 0x56C9
0xC56E 0x56CA
0xF6D9 0x56CB
0xC5C8 0x56CC
0xF8A6 0x56CD
0x9464 0x56CE
0xFFFD 0x56CF
0xFFFD 0x56D0
0xC5F1 0x56D1
0xFFFD 0x56D2
0xF8A5 0x56D3
0xF8EE 0x56D4
0xFFFD 0x56D5
0x995D 0x56D6
0xC949 0x56D7
0x81B5 0x56D8
0xFFFD 0x56D9
0xA57D 0x56DA
0xA57C 0x56DB
0xFFFD 0x56DC
0xA65F 0x56DD
0xA65E 0x56DE
0xC9C7 0x56DF
0xA65D 0x56E0
0xC9C6 0x56E1
0x86B5 0x56E2
0x936F 0x56E3
0xA779 0x56E4
0xCAA9 0x56E5
0xFFFD 0x56E6
0xCAA8 0x56E7
0xFFFD 0x56E8
0xFFFD 0x56E9
0xA777 0x56EA
0xA77A 0x56EB
0xFFFD 0x56EC
0x85BD 0x56ED
0xCAA7 0x56EE
0x995E 0x56EF
0xA778 0x56F0
0x8346 0x56F1
0x9243 0x56F2
0x92F6 0x56F3
0x84CF 0x56F4
0x8DCA 0x56F5
0xFFFD 0x56F6
0xCBF0 0x56F7
0xFFFD 0x56F8
0xCBF1 0x56F9
0xA954 0x56FA
0x9D56 0x56FB
0xFFFD 0x56FC
0x83F6 0x56FD
0x86B6 0x56FE
0xABAA 0x56FF
0x81B6 0x5700
0xD148 0x5701
0xD149 0x5702
0xAE45 0x5703
0xAE46 0x5704
0xFFFD 0x5705
0x85BE 0x5706
0xD4AC 0x5707
0xB0E9 0x5708
0xB0EB 0x5709
0xD4AB 0x570A
0xB0EA 0x570B
0xD87C 0x570C
0xB3F2 0x570D
0xFFFD 0x570E
0x92B5 0x570F
0xFFFD 0x5710
0xFFFD 0x5711
0xB6E9 0x5712
0xB6EA 0x5713
0xDCE1 0x5714
0x995F 0x5715
0xB9CF 0x5716
0xFFFD 0x5717
0xB9CE 0x5718
0xFFFD 0x5719
0xE549 0x571A
0xE948 0x571B
0xE947 0x571C
0x9960 0x571D
0xF96B 0x571E
0xA467 0x571F
0xC959 0x5720
0xFFFD 0x5721
0xC96E 0x5722
0xC96F 0x5723
0xFFFD 0x5724
0xFFFD 0x5725
0x9465 0x5726
0x9242 0x5727
0xA662 0x5728
0xA666 0x5729
0xC9C9 0x572A
0xFFFD 0x572B
0xA664 0x572C
0xA663 0x572D
0xC9C8 0x572E
0xA665 0x572F
0xA661 0x5730
0xFFFD 0x5731
0x9961 0x5732
0xA660 0x5733
0xC9CA 0x5734
0xFFFD 0x5735
0xFFFD 0x5736
0x9466 0x5737
0x9467 0x5738
0x8ABF 0x5739
0x84D1 0x573A
0xA7A6 0x573B
0xFFFD 0x573C
0x9962 0x573D
0xA7A3 0x573E
0x9963 0x573F
0xA77D 0x5740
0xCAAA 0x5741
0x95B5 0x5742
0x9964 0x5743
0xFFFD 0x5744
0xCAAB 0x5745
0xFBE7 0x5746
0xA7A1 0x5747
0xFFFD 0x5748
0xCAAD 0x5749
0xA77B 0x574A
0xCAAE 0x574B
0xCAAC 0x574C
0xA77E 0x574D
0xA7A2 0x574E
0xA7A5 0x574F
0xA7A4 0x5750
0xA77C 0x5751
0xCAAF 0x5752
0xFFFD 0x5753
0xFE6F 0x5754
0xFFFD 0x5755
0xFFFD 0x5756
0x85C0 0x5757
0xFFFD 0x5758
0x81B7 0x5759
0x83F7 0x575A
0x88D1 0x575B
0x8B6F 0x575C
0x8D52 0x575D
0x85C1 0x575E
0x87B6 0x575F
0x87B7 0x5760
0xA959 0x5761
0xCBFE 0x5762
0xFFFD 0x5763
0xA95B 0x5764
0x81B8 0x5765
0xA95A 0x5766
0xFBE9 0x5767
0xCC40 0x5768
